m,mean_m,T,interaction_type
1,0.22000000000000008,0.0,spin_glass
2,0.2,0.0,spin_glass
3,0.25999999999999995,0.0,spin_glass
1,0.15285,0.10101010101010101,spin_glass
2,0.12190000000000004,0.10101010101010101,spin_glass
3,0.23975000000000005,0.10101010101010101,spin_glass
1,0.0868,0.20202020202020202,spin_glass
2,0.0179,0.20202020202020202,spin_glass
3,0.18805,0.20202020202020202,spin_glass
1,0.12225,0.30303030303030304,spin_glass
2,0.045950000000000005,0.30303030303030304,spin_glass
3,0.14835,0.30303030303030304,spin_glass
1,0.047200000000000006,0.40404040404040403,spin_glass
2,0.04630000000000001,0.40404040404040403,spin_glass
3,0.14520000000000002,0.40404040404040403,spin_glass
1,0.01645,0.5050505050505051,spin_glass
2,0.02735,0.5050505050505051,spin_glass
3,0.09495,0.5050505050505051,spin_glass
1,0.05295,0.6060606060606061,spin_glass
2,0.0524,0.6060606060606061,spin_glass
3,0.13765,0.6060606060606061,spin_glass
1,0.034,0.7070707070707071,spin_glass
2,0.0395,0.7070707070707071,spin_glass
3,0.1207,0.7070707070707071,spin_glass
1,0.040650000000000006,0.8080808080808081,spin_glass
2,0.042800000000000005,0.8080808080808081,spin_glass
3,0.10654999999999999,0.8080808080808081,spin_glass
1,0.02185,0.9090909090909091,spin_glass
2,0.01435,0.9090909090909091,spin_glass
3,0.043500000000000004,0.9090909090909091,spin_glass
1,0.025249999999999998,1.0101010101010102,spin_glass
2,0.02695,1.0101010101010102,spin_glass
3,0.08530000000000001,1.0101010101010102,spin_glass
1,0.016300000000000002,1.1111111111111112,spin_glass
2,0.01125,1.1111111111111112,spin_glass
3,0.03725,1.1111111111111112,spin_glass
1,0.009000000000000001,1.2121212121212122,spin_glass
2,0.022150000000000006,1.2121212121212122,spin_glass
3,0.015700000000000002,1.2121212121212122,spin_glass
1,0.0212,1.3131313131313131,spin_glass
2,0.0088,1.3131313131313131,spin_glass
3,0.030000000000000006,1.3131313131313131,spin_glass
1,0.01295,1.4141414141414141,spin_glass
2,0.0063,1.4141414141414141,spin_glass
3,0.018899999999999997,1.4141414141414141,spin_glass
1,0.009349999999999999,1.5151515151515151,spin_glass
2,0.004250000000000003,1.5151515151515151,spin_glass
3,0.013249999999999998,1.5151515151515151,spin_glass
1,0.006249999999999999,1.6161616161616161,spin_glass
2,0.012100000000000001,1.6161616161616161,spin_glass
3,0.003500000000000001,1.6161616161616161,spin_glass
1,0.00385,1.7171717171717171,spin_glass
2,0.017650000000000002,1.7171717171717171,spin_glass
3,0.01645,1.7171717171717171,spin_glass
1,0.0037,1.8181818181818181,spin_glass
2,0.014750000000000001,1.8181818181818181,spin_glass
3,0.012750000000000001,1.8181818181818181,spin_glass
1,0.010050000000000002,1.9191919191919191,spin_glass
2,0.014700000000000001,1.9191919191919191,spin_glass
3,0.011000000000000001,1.9191919191919191,spin_glass
1,0.0102,2.0202020202020203,spin_glass
2,0.01395,2.0202020202020203,spin_glass
3,0.018150000000000003,2.0202020202020203,spin_glass
1,0.0068,2.121212121212121,spin_glass
2,0.006000000000000001,2.121212121212121,spin_glass
3,0.0192,2.121212121212121,spin_glass
1,0.0022,2.2222222222222223,spin_glass
2,0.00885,2.2222222222222223,spin_glass
3,0.007350000000000002,2.2222222222222223,spin_glass
1,0.005549999999999999,2.323232323232323,spin_glass
2,0.010149999999999998,2.323232323232323,spin_glass
3,0.0011500000000000004,2.323232323232323,spin_glass
1,0.013000000000000001,2.4242424242424243,spin_glass
2,0.012750000000000001,2.4242424242424243,spin_glass
3,0.02335,2.4242424242424243,spin_glass
1,0.0052000000000000015,2.525252525252525,spin_glass
2,0.006000000000000001,2.525252525252525,spin_glass
3,0.0046,2.525252525252525,spin_glass
1,0.01405,2.6262626262626263,spin_glass
2,0.004050000000000001,2.6262626262626263,spin_glass
3,0.0069500000000000004,2.6262626262626263,spin_glass
1,0.0073,2.727272727272727,spin_glass
2,0.00775,2.727272727272727,spin_glass
3,0.008400000000000001,2.727272727272727,spin_glass
1,0.007650000000000001,2.8282828282828283,spin_glass
2,0.0137,2.8282828282828283,spin_glass
3,0.00935,2.8282828282828283,spin_glass
1,0.004,2.929292929292929,spin_glass
2,0.01315,2.929292929292929,spin_glass
3,0.01435,2.929292929292929,spin_glass
1,0.007550000000000001,3.0303030303030303,spin_glass
2,0.00435,3.0303030303030303,spin_glass
3,0.0068,3.0303030303030303,spin_glass
1,0.011350000000000002,3.131313131313131,spin_glass
2,0.0073,3.131313131313131,spin_glass
3,0.00225,3.131313131313131,spin_glass
1,0.005849999999999999,3.2323232323232323,spin_glass
2,0.0031500000000000005,3.2323232323232323,spin_glass
3,0.01195,3.2323232323232323,spin_glass
1,0.013150000000000002,3.3333333333333335,spin_glass
2,0.007500000000000002,3.3333333333333335,spin_glass
3,0.01245,3.3333333333333335,spin_glass
1,0.0064,3.4343434343434343,spin_glass
2,0.0079,3.4343434343434343,spin_glass
3,0.015450000000000002,3.4343434343434343,spin_glass
1,0.010799999999999997,3.5353535353535355,spin_glass
2,0.008700000000000001,3.5353535353535355,spin_glass
3,0.0034500000000000012,3.5353535353535355,spin_glass
1,0.00965,3.6363636363636362,spin_glass
2,0.00975,3.6363636363636362,spin_glass
3,0.0022499999999999994,3.6363636363636362,spin_glass
1,0.0032500000000000007,3.7373737373737375,spin_glass
2,0.005199999999999999,3.7373737373737375,spin_glass
3,0.01915,3.7373737373737375,spin_glass
1,0.005099999999999999,3.8383838383838382,spin_glass
2,0.008499999999999999,3.8383838383838382,spin_glass
3,0.0032999999999999987,3.8383838383838382,spin_glass
1,0.0085,3.9393939393939394,spin_glass
2,0.0015500000000000002,3.9393939393939394,spin_glass
3,0.004450000000000002,3.9393939393939394,spin_glass
1,0.008,4.040404040404041,spin_glass
2,0.0072,4.040404040404041,spin_glass
3,0.004350000000000001,4.040404040404041,spin_glass
1,0.0039000000000000003,4.141414141414141,spin_glass
2,0.0133,4.141414141414141,spin_glass
3,0.0046,4.141414141414141,spin_glass
1,0.0040999999999999995,4.242424242424242,spin_glass
2,0.015,4.242424242424242,spin_glass
3,0.0079,4.242424242424242,spin_glass
1,0.0039000000000000003,4.343434343434343,spin_glass
2,0.0045000000000000005,4.343434343434343,spin_glass
3,0.00755,4.343434343434343,spin_glass
1,0.0016499999999999987,4.444444444444445,spin_glass
2,0.002600000000000001,4.444444444444445,spin_glass
3,0.006800000000000001,4.444444444444445,spin_glass
1,0.0035000000000000005,4.545454545454545,spin_glass
2,0.003700000000000001,4.545454545454545,spin_glass
3,0.0007500000000000007,4.545454545454545,spin_glass
1,0.0042499999999999994,4.646464646464646,spin_glass
2,0.0039000000000000003,4.646464646464646,spin_glass
3,0.005850000000000002,4.646464646464646,spin_glass
1,0.0052,4.747474747474747,spin_glass
2,0.00655,4.747474747474747,spin_glass
3,0.0024499999999999995,4.747474747474747,spin_glass
1,0.00825,4.848484848484849,spin_glass
2,0.004450000000000001,4.848484848484849,spin_glass
3,0.012300000000000002,4.848484848484849,spin_glass
1,0.0059499999999999996,4.94949494949495,spin_glass
2,0.008299999999999998,4.94949494949495,spin_glass
3,0.0113,4.94949494949495,spin_glass
1,0.006750000000000002,5.05050505050505,spin_glass
2,0.003500000000000001,5.05050505050505,spin_glass
3,0.0024499999999999995,5.05050505050505,spin_glass
1,0.006949999999999999,5.151515151515151,spin_glass
2,0.00335,5.151515151515151,spin_glass
3,0.00925,5.151515151515151,spin_glass
1,0.0033500000000000005,5.252525252525253,spin_glass
2,0.004900000000000001,5.252525252525253,spin_glass
3,0.00525,5.252525252525253,spin_glass
1,0.006750000000000002,5.353535353535354,spin_glass
2,0.008299999999999998,5.353535353535354,spin_glass
3,0.0046,5.353535353535354,spin_glass
1,0.01165,5.454545454545454,spin_glass
2,0.00515,5.454545454545454,spin_glass
3,0.004049999999999999,5.454545454545454,spin_glass
1,0.0038,5.555555555555555,spin_glass
2,0.007750000000000002,5.555555555555555,spin_glass
3,0.0044,5.555555555555555,spin_glass
1,0.004750000000000002,5.656565656565657,spin_glass
2,0.008550000000000002,5.656565656565657,spin_glass
3,0.01225,5.656565656565657,spin_glass
1,0.010799999999999999,5.757575757575758,spin_glass
2,0.005850000000000002,5.757575757575758,spin_glass
3,0.0029500000000000004,5.757575757575758,spin_glass
1,0.00375,5.858585858585858,spin_glass
2,0.0024000000000000007,5.858585858585858,spin_glass
3,0.005949999999999999,5.858585858585858,spin_glass
1,0.00565,5.959595959595959,spin_glass
2,0.008900000000000002,5.959595959595959,spin_glass
3,0.005849999999999999,5.959595959595959,spin_glass
1,0.007749999999999999,6.0606060606060606,spin_glass
2,0.0021499999999999996,6.0606060606060606,spin_glass
3,0.006849999999999999,6.0606060606060606,spin_glass
1,0.009349999999999999,6.161616161616162,spin_glass
2,0.009149999999999998,6.161616161616162,spin_glass
3,0.007400000000000001,6.161616161616162,spin_glass
1,0.00625,6.262626262626262,spin_glass
2,0.0042000000000000015,6.262626262626262,spin_glass
3,0.009899999999999997,6.262626262626262,spin_glass
1,0.0024500000000000004,6.363636363636363,spin_glass
2,0.00645,6.363636363636363,spin_glass
3,0.0072,6.363636363636363,spin_glass
1,0.00525,6.4646464646464645,spin_glass
2,0.00385,6.4646464646464645,spin_glass
3,0.0008500000000000002,6.4646464646464645,spin_glass
1,0.0036499999999999987,6.565656565656566,spin_glass
2,0.0012500000000000005,6.565656565656566,spin_glass
3,0.004799999999999999,6.565656565656566,spin_glass
1,0.003750000000000002,6.666666666666667,spin_glass
2,0.00385,6.666666666666667,spin_glass
3,0.004750000000000001,6.666666666666667,spin_glass
1,0.00285,6.767676767676767,spin_glass
2,0.0044,6.767676767676767,spin_glass
3,0.00945,6.767676767676767,spin_glass
1,0.0031500000000000013,6.8686868686868685,spin_glass
2,0.004450000000000002,6.8686868686868685,spin_glass
3,0.0011000000000000005,6.8686868686868685,spin_glass
1,0.008099999999999998,6.96969696969697,spin_glass
2,0.0083,6.96969696969697,spin_glass
3,0.008149999999999998,6.96969696969697,spin_glass
1,0.01,7.070707070707071,spin_glass
2,0.0027999999999999995,7.070707070707071,spin_glass
3,0.0053,7.070707070707071,spin_glass
1,0.004299999999999999,7.171717171717171,spin_glass
2,0.00655,7.171717171717171,spin_glass
3,0.00615,7.171717171717171,spin_glass
1,0.006449999999999998,7.2727272727272725,spin_glass
2,0.011949999999999999,7.2727272727272725,spin_glass
3,0.0026,7.2727272727272725,spin_glass
1,0.0024,7.373737373737374,spin_glass
2,0.0059,7.373737373737374,spin_glass
3,0.0042000000000000015,7.373737373737374,spin_glass
1,0.0019000000000000017,7.474747474747475,spin_glass
2,0.0051,7.474747474747475,spin_glass
3,0.00385,7.474747474747475,spin_glass
1,0.009399999999999999,7.575757575757575,spin_glass
2,0.0022,7.575757575757575,spin_glass
3,0.002450000000000001,7.575757575757575,spin_glass
1,0.0078000000000000005,7.6767676767676765,spin_glass
2,0.0033499999999999997,7.6767676767676765,spin_glass
3,0.00565,7.6767676767676765,spin_glass
1,0.00265,7.777777777777778,spin_glass
2,0.001000000000000003,7.777777777777778,spin_glass
3,0.0091,7.777777777777778,spin_glass
1,0.006999999999999999,7.878787878787879,spin_glass
2,0.004150000000000002,7.878787878787879,spin_glass
3,0.0019499999999999995,7.878787878787879,spin_glass
1,0.005849999999999999,7.979797979797979,spin_glass
2,0.0018000000000000017,7.979797979797979,spin_glass
3,0.005349999999999999,7.979797979797979,spin_glass
1,0.0017999999999999993,8.080808080808081,spin_glass
2,0.0015500000000000002,8.080808080808081,spin_glass
3,0.0069,8.080808080808081,spin_glass
1,0.0027,8.181818181818182,spin_glass
2,0.0121,8.181818181818182,spin_glass
3,0.0034499999999999973,8.181818181818182,spin_glass
1,0.008,8.282828282828282,spin_glass
2,0.004999999999999998,8.282828282828282,spin_glass
3,0.01085,8.282828282828282,spin_glass
1,0.0019000000000000009,8.383838383838384,spin_glass
2,0.0027999999999999995,8.383838383838384,spin_glass
3,0.003450000000000001,8.383838383838384,spin_glass
1,0.00465,8.484848484848484,spin_glass
2,0.003099999999999999,8.484848484848484,spin_glass
3,0.00985,8.484848484848484,spin_glass
1,0.005300000000000002,8.585858585858587,spin_glass
2,0.00565,8.585858585858587,spin_glass
3,0.0036500000000000005,8.585858585858587,spin_glass
1,0.003750000000000001,8.686868686868687,spin_glass
2,0.0068,8.686868686868687,spin_glass
3,0.0034999999999999996,8.686868686868687,spin_glass
1,0.006000000000000001,8.787878787878787,spin_glass
2,0.0039000000000000003,8.787878787878787,spin_glass
3,0.0026499999999999996,8.787878787878787,spin_glass
1,0.009899999999999999,8.88888888888889,spin_glass
2,0.004899999999999999,8.88888888888889,spin_glass
3,0.00995,8.88888888888889,spin_glass
1,0.0021999999999999997,8.98989898989899,spin_glass
2,0.0012,8.98989898989899,spin_glass
3,0.0016499999999999993,8.98989898989899,spin_glass
1,0.010750000000000003,9.09090909090909,spin_glass
2,0.0072000000000000015,9.09090909090909,spin_glass
3,0.0014500000000000006,9.09090909090909,spin_glass
1,0.0034500000000000004,9.191919191919192,spin_glass
2,0.0036,9.191919191919192,spin_glass
3,0.003800000000000003,9.191919191919192,spin_glass
1,0.00985,9.292929292929292,spin_glass
2,0.00545,9.292929292929292,spin_glass
3,0.00245,9.292929292929292,spin_glass
1,0.0033,9.393939393939394,spin_glass
2,0.00335,9.393939393939394,spin_glass
3,0.0087,9.393939393939394,spin_glass
1,0.0045,9.494949494949495,spin_glass
2,0.008600000000000002,9.494949494949495,spin_glass
3,0.010499999999999999,9.494949494949495,spin_glass
1,0.0013500000000000003,9.595959595959595,spin_glass
2,0.0073,9.595959595959595,spin_glass
3,0.0008500000000000002,9.595959595959595,spin_glass
1,0.0044,9.696969696969697,spin_glass
2,0.0011999999999999984,9.696969696969697,spin_glass
3,0.00105,9.696969696969697,spin_glass
1,0.0059499999999999996,9.797979797979798,spin_glass
2,0.0012999999999999997,9.797979797979798,spin_glass
3,0.0023499999999999997,9.797979797979798,spin_glass
1,0.0023500000000000005,9.8989898989899,spin_glass
2,0.005699999999999999,9.8989898989899,spin_glass
3,0.0024999999999999996,9.8989898989899,spin_glass
1,0.0069,10.0,spin_glass
2,0.007799999999999999,10.0,spin_glass
3,0.009000000000000001,10.0,spin_glass
